# General
## Title
### Hydropower Generation (Run Of River); data for ENTSO-E PECD Version 4.2; file version fv1
## Abstract
### ERA5
## Date
### 2025-06-17
## Date type
### Publication: Date identifies when the data was issued
## Unit
### MWh
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : ICS
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@inclimateservice.com
### Organisation name
#### Inside Climate Service
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### Hersbach, H.; Bell, B.; Berrisford, P.; Hirahara, S.; Horanyi, A.; Munoz-Sabater, J.; Nicolas, J.; Peubey, C.; Radu, R.; Schepers, D.; et al. The ERA5 global reanalysis. Q. J. Roy. Meteor. Soc. 2020, 146, 1999-2049, doi:10.1002/qj.3803
## Temporal extent
## Begin date
### 2007-12-31-0000
## End date
### 2008-12-22-0000
## Temporal resolution
### 7 days
## Geographic bounding box
### westBoundLongitude -31.00
### eastBoundLongitude 45.00
### southBoundLatitude 18.00
### northBoundLatitude 75.00
## Spatial resolution
### Pan-European Bidding Zones Onshore
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AL00,AT00,BA00,BE00,BG00,CH00,CZ00,DE00,ES00,FI00,FR00,GR00,HR00,HU00,IE00,ITCA,ITCN,ITCS,ITN1,ITSA,ITSI,LT00,LU00,ME00,NL00,NOM1,NON1,NOS1,NOS2,NOS3,PL00,PT00,RO00,RS00,SI00,SK00,TR00,UK00
2008-04-07,0.0,290686.5919214958,1766.9546166839698,6943.888074683712,26789.633047237745,200637.4397943235,23266.709523183108,338580.327265012,104648.21679980982,263215.34936453693,902374.5126504024,1457.0738157449985,35477.145166593386,4311.697081584471,8888.54178738009,2462.1227419705933,7926.6760774356735,36787.5661121258,236104.63642176043,628.689826928538,1608.3806130925511,10414.532812321428,3288.3941329479785,2449.2935588312025,3413.887529893477,37472.42069043425,21829.84306867922,224990.05228257287,121953.67724562772,10132.188146986487,40806.58271553678,6835.905728397877,213187.7562322807,138174.99967394245,54350.43277750471,69225.38655637989,180761.8910282101,89517.60779182523
2008-04-14,0.0,285641.6245467344,1960.6332024674768,6759.699768812669,30792.78503609373,200131.34135129864,22638.455906706808,338401.42075777974,115028.90242275815,259232.1468850931,966737.2107111624,1434.1135853850667,35053.328080080886,4486.346656372142,7554.347840809591,1915.786092570213,8694.094031926557,36689.75807579936,240332.9157542116,644.081932495966,1355.8514138531912,10444.338027880956,3373.3593256262043,2463.05284888185,2969.2315097979244,37230.90801400066,17861.402686599613,216738.9322274194,127756.6002117927,10657.311575568072,41018.719919027375,9808.819462622216,231383.9479688112,138371.2807857786,55912.987706655855,72141.22853692128,107332.53767693415,85601.70718272388
2008-04-21,0.0,330943.0719570687,1746.4361015739307,5597.651158250942,35461.20607735384,234588.2558669548,21015.140820862744,329350.4504790542,118752.4424844594,259945.59282527355,969775.4125398413,1842.5582020922247,34386.019003295725,4602.185579513679,6938.953330324957,2221.072310380941,8248.223277886704,36080.01417547892,312438.23656997154,628.9984962433865,1196.7764335644304,10558.46269734128,2957.0031138177847,2094.264915780792,2524.9448784935744,44711.12733848925,18320.92631164084,197170.50356681863,129893.35843751422,12843.699067352673,39340.611500535466,8396.129544251968,253420.54018762417,141536.0349742537,56062.67685017378,69877.60623357867,106152.90019712338,82627.87003882989
2008-04-28,0.0,328246.7637762077,1455.742957103006,5115.216031527695,39146.946163279725,274601.46299057815,19918.22548390814,330199.0742268363,113606.18082464072,314737.8925513164,990237.8246375428,1733.862321223662,31526.742786776987,4831.491958682537,6328.393380164623,1829.3989727572537,7255.388628334414,32887.210648577115,403427.8146858228,665.4753116602817,1004.4768832195116,10185.37035027382,2875.389632535098,1727.3714000567606,2183.9586941362386,69072.29978051643,38922.60777829097,254221.08259630547,130683.45960285516,25941.92356875733,40739.7357093262,6824.623433556973,286244.2782271854,136078.81814746477,50771.43831497099,69227.58700872707,110224.6164466478,83667.90205447783
2008-05-05,0.0,325972.916171159,1359.7490670932516,3939.348397782053,38335.55399470277,354468.5345398409,18244.36315579627,338563.0317852025,125259.96471144988,317559.14606994984,964601.7520435102,1509.9724611389224,30830.6846877838,4867.395443208753,3351.86133590474,1813.165669759328,5408.861061031294,29604.64119355907,418751.7892960598,677.7281924895569,929.9860846510968,9097.041129697089,2130.8776094137074,1520.6905813469805,1808.3661103299808,73326.236018947,36943.84471487681,282387.53900109144,122802.9410419838,35585.30069565999,38757.33642739881,4936.976506037739,267697.0321661482,137045.47286173623,46799.71139247991,62728.25402771836,114824.99942181593,63511.50193769492
2008-05-12,0.0,345636.9570850014,1182.6907658782618,4159.693143225122,36240.70247394372,396713.7102305845,17619.53506253242,310927.3620100561,126855.38177959544,311075.50299985224,1018001.379314264,1539.1635399775312,30552.32864738359,4844.359023927045,2015.9619569668,2011.8627321915951,5673.717813401636,31178.999775524324,492968.5740795741,717.880741305086,916.6630215785108,8373.62819104366,2021.5136127167625,1446.4605978803152,1612.150960826579,59637.90973394532,31256.502965014217,278324.5035172471,119860.66903004664,34716.29159531053,36437.612680648985,4957.5777490386845,245666.9909602886,133301.67704249735,45939.84807525052,64103.895158733656,112436.63536203664,49971.61144067645
2008-05-19,0.0,357313.911245806,1303.0426932409905,3875.4497856884186,37473.43236433545,367182.3225152209,17857.27091219806,302146.62104024086,134301.98592907874,321904.8773494529,1026784.56602385,2356.244998532357,33882.390218950175,4916.346839749565,1759.9930282939174,1844.0853510754748,7264.498302529684,36734.22719620064,547108.0258700739,891.1628508652163,888.2905131735646,7833.74472061111,1628.6899986237263,1382.0237301133398,1529.2654985173288,56615.41473767606,38573.4997813702,281312.9199696157,113975.45397794044,34300.438595663785,35932.87384698409,5448.897149361087,241312.14625408972,129930.1305866547,55218.74740107393,66095.90299246514,101750.54760525752,39815.91877145832
2008-05-26,0.0,343563.8484498303,1089.9864180051509,3877.088108216934,35896.78475033172,422714.1764082867,17109.131286600477,314643.14943824033,146434.44898201397,313069.811799024,1075925.5189074136,2530.238661114297,31395.064741133672,4851.170864006848,1320.704717749666,1695.3085247438255,6321.789172707206,34148.65521744156,572965.7445767622,1159.089403026498,1124.5165659621848,6739.47960706614,1564.1693297550223,1455.9021539878695,1606.975203280451,71323.5933165661,36503.841962938575,289179.93113433244,107272.99357389046,36190.627858766886,31423.53704911207,5666.401656946744,219538.0387951618,123664.77160719,44344.34610185068,63401.86511001337,93096.4257699246,44026.96130245026
2008-06-02,0.0,360772.42739977513,994.0809358957206,4415.755305860294,38619.24597256802,430584.8870848229,17081.366188539585,298324.8131335516,136896.2906392316,310727.3539532682,1079155.9092154829,2446.543054096552,36941.92714676232,4875.33967597385,1377.976571989573,1817.3340947681063,6369.226842537246,35661.35711322816,601246.2574555892,1200.2806622692697,1069.752383002933,6006.824483693121,1988.036716900632,1359.076473859314,1610.9103210012577,70324.61495129112,33469.38466127791,294882.0794575803,98047.11510581795,20154.236461497563,25959.046376687165,3570.03013996371,213636.22009564727,135618.03128643433,64602.43521910331,66369.83916946528,82878.84384481846,40159.79431812553
2008-06-09,0.0,368658.3656237024,1059.1297533507957,4339.765832754766,38555.02328662269,452820.12137858645,16832.19592932203,311443.63157049206,133972.52724669187,287905.13914019504,1065832.292940667,2546.1258987318192,38214.08601357308,4536.960069506106,1238.2118607808588,1732.6046497019538,6811.598735519822,36211.65302739315,605984.2510447901,1275.3487038831297,1255.7072665648147,5437.654530935182,1902.5139505917948,1391.05837453765,1590.470013645778,68069.86983123748,41711.993978719926,284013.4275158909,91429.3599471372,21481.31737265215,23749.41435784504,2673.441442189961,211018.4123741915,138526.1245591537,69757.00169464343,66713.4447044633,82473.02753847992,38798.3356498664
2008-06-16,0.0,364498.0507148297,769.113297583652,3809.814591594148,34900.088663606126,529675.8174968103,16073.506469334656,296801.21368063416,121705.08451597042,287452.8253501924,1045365.9148078528,2788.05330709743,36426.55077038927,4634.548035944183,2218.9118672194945,1624.7296023431932,6037.881372795899,33681.85161757681,615077.5648586343,1383.2119533094658,1587.8493257787268,5157.562328702381,1584.8990882191022,1141.5192482378975,1447.3814852043165,61408.50045695004,40257.77304173548,287653.36607079563,86667.33921677637,32225.632550156253,22579.068672519206,1763.851525718994,203720.77108165497,122887.82154049518,64594.51700550187,64223.87343877291,83348.40750507428,49521.6622829985
2008-06-23,0.0,353127.91976817,611.3698652602772,3008.388998438356,30480.286777658137,457414.6589578704,15526.222595550393,298635.8243424531,117351.4562775881,298318.2687003846,945846.2652512168,2786.971683881298,33769.63438176035,4910.697071939094,2727.633422239492,1481.0201584187043,4597.826460782878,30404.03849426455,593175.8784243461,1640.197785570422,2123.815587426813,5124.909154079851,1360.8026224883008,978.6532774627964,1334.5599975430391,59635.50421512408,39879.53003307495,292201.677993598,86594.88232055445,32591.28583555592,21920.693021061557,1332.4591583683423,191803.89799074383,115228.70139744478,56304.983612199474,62554.52535222538,83622.4768381521,50852.52992121365
2008-06-30,0.0,344230.9246454959,569.5869935461798,2795.480191040433,24568.19433412587,477234.58759061823,15594.345882470374,288073.12765529513,119198.64899797116,302506.8470524995,943302.7552571694,2853.821312440896,32219.13311146954,5030.600421872252,4518.998136949366,1232.5484671148386,3649.670111488318,27302.05120572132,560044.5983430081,1849.978538088059,2352.697845084784,4800.628803253972,1342.32754541701,925.467869151902,1287.7382998352043,50749.67481681762,36865.88056682344,286803.3090966495,72322.80264569186,25168.774928526,20125.827330881024,1061.2047415690683,175437.3867178499,106343.70785448,48983.26514728537,61235.02002458557,81052.34017349717,51458.5923974411
2008-07-07,0.0,340185.1068138834,503.11276723771743,3266.9557163304294,20813.675421629312,564019.0154483925,16241.525255400942,286606.8642003723,121362.09545123274,280534.1043189885,913172.277905296,2864.569912361979,30573.051268599385,4716.150833069961,4435.623236235797,1152.20654022267,3070.569604545537,25782.65679060205,523128.15902768576,1990.394897521532,2432.2462443850222,5412.9974175912685,1361.9923885218825,889.1283791456284,1358.0832201802018,40051.23479967305,35094.623240391,279474.7344279431,69732.85063502213,16048.23402889253,19070.576686843677,852.1488400563162,151339.50696720232,99819.75392328996,46280.31395550511,60756.06558808423,78932.0947893112,51858.97629274246
2008-07-14,0.0,361430.02377445385,490.3773023279898,3144.159409375084,19054.099132387462,559110.8558617609,15269.053194039056,302494.59480837773,122254.83735319405,253351.84596036663,777432.703000248,2864.569912361979,28816.89848631443,4629.653741784503,3831.737000386855,1255.580323303239,2884.186023991,24716.2085771708,503577.7072300452,1685.865919606311,2341.977111274816,5595.4206537817445,1299.5879844481135,885.5681036664585,1508.882998533529,43704.0688766348,38923.741375426165,288872.0919524266,72376.10499960283,26089.609271937203,21262.32651933356,608.6840313921388,144002.71859702322,97831.54379152707,51111.28775067365,72893.638808726,80595.26782102798,51768.765563449866
2008-07-21,0.0,359501.5755329627,661.1382547154975,2586.6180822407337,20835.05066766136,538392.9510080642,15837.644777048616,294881.1157191466,118793.7166354458,246751.25604296065,702429.8950833196,2839.744011636384,31666.050984894835,5150.670364271643,2939.755841483919,1253.866725040627,2813.236058304089,24357.39895256781,458253.9430980512,1625.4549806282664,2180.9357191945687,4918.826072259262,1221.3070189925672,847.614137558968,1764.5857306077835,37317.717046990285,38395.4875852854,235258.31233897133,76644.08905664322,20340.1270467978,27863.268510136888,474.8907706679584,178041.53389049432,107432.14324337432,52599.85238028263,80599.59577133511,84647.90708340597,51040.61850926249
2008-07-28,0.0,360629.9602941877,559.6438793910364,3145.804025955007,18307.420955988466,485106.1010236259,14346.744145354522,286240.38708183623,106957.8463676556,231298.81089041705,698228.5156590098,2839.744011636384,26673.54257990761,4673.617551033615,4500.148455337043,1143.3086782093426,2591.187242547594,23435.094562683204,450449.747718446,1977.464470520241,2202.6328029341,4031.2732429695766,1032.05146985962,838.2719960637198,1785.4210603671704,37427.143945464464,36329.09783683883,235099.55226672668,73373.49505913684,18868.51644607173,25312.93757899969,360.232351191077,172435.47848783506,105821.91968996308,49311.47520878931,81462.10029538466,88633.22112764444,54463.79445174789
2008-08-04,0.0,361514.9447271165,550.3906185599445,3426.1784000197763,18140.26288161177,402096.79330836976,14338.713029791365,297157.7816520148,101241.49636073803,229270.184085034,668329.3504305378,2840.3619729083607,27500.401430906204,4378.709002203293,7271.423002845945,988.6963023603536,2401.961350187793,22548.439890043323,440644.1576322708,2172.4914350908466,2251.9229780903447,3920.095105150792,1125.4811698320943,865.433422159801,1811.2301687574384,36489.03156405098,30858.128099802056,250045.3351157507,72382.76619504274,13565.64051366836,23845.078033925245,294.2925644458238,165005.25062396625,102620.2547659329,50383.632458147535,80398.5794118422,82152.80772170599,54991.15504244669
2008-08-11,0.0,387482.6440456784,524.4627926702007,2966.9544197358555,16042.704375116826,359526.6237283654,16397.079088125316,348165.98059181275,101962.7169652957,262424.66807786154,618682.0184882622,2840.3619729083607,25885.87532975282,4099.679164605773,8795.174327946279,916.3339119359516,2331.12284682931,21956.47991575557,418568.7751890008,2163.946962347308,2136.911872834484,4958.742523854497,1166.8149029727497,876.1665882745673,1611.2937681755966,38418.351221831006,30477.14680872648,246323.7387061485,74300.69075089468,12455.620994809213,28252.25439423222,316.02799552293874,146649.5630574573,96188.64049851587,54757.18125038078,76337.85521539477,78658.90877166277,70373.65669211591
2008-08-18,0.0,378588.0915644983,473.44868032941616,2960.280631427687,15345.396156756318,318753.98554702423,15719.604461928122,363054.0865645065,102110.27923345848,280267.8158938924,536297.3413407941,2840.3619729083607,24946.233122833888,3380.5177089329045,8743.725876575882,873.456585773541,2169.132425636048,20835.189903814105,378841.251772124,2087.547684385816,1991.3468984012068,5070.843768157407,1280.9610741811173,874.8448008315373,1462.309157318533,36696.10346621398,26668.76128582423,241350.16425364485,73518.64775918348,7344.708778068732,28092.410314057845,315.8827115218196,132224.61693683942,91198.53892609836,54679.76584317968,65537.31510573618,71117.00263447668,73504.31109359743
2008-08-25,0.0,333737.0267295586,471.5325432221119,2459.412653585573,14692.96750538321,300316.83110748074,15176.633861880357,329825.1329087189,100346.04182455444,284795.7193856848,485575.3455706624,2840.3619729083607,23830.85360326225,3276.9526486395785,8531.346909890623,865.1662133369019,2044.4636890140937,19847.80022372894,355742.98839484126,1581.1267862788693,1864.4566290585635,5176.516716948409,1122.4335411505635,864.7221800286508,1496.58397376897,39684.11609305836,26660.25845238092,226800.72580295464,71054.42232747654,9205.134580838674,26217.27576654236,248.7444316729851,123939.81892362244,91783.66095335154,47141.92835033845,52631.63053054767,82414.44449758144,72432.76213234181
2008-09-01,0.0,297823.2350871806,478.76952487139545,2559.315148882562,13962.777358821371,313546.6574585805,14702.558347593153,336820.51437354705,102621.7778135597,305430.5753802871,516628.3423734109,2839.744011636384,23388.956984743927,2789.9513380853,8560.636356729978,849.5728245697684,1841.165342580714,19421.76778353089,372611.1971322817,1867.4755254373752,1908.1567085943643,4950.990312081531,1251.65848059455,867.378621023734,1445.5715352151378,43141.24310232227,28168.2924787886,233594.01247735613,85474.1418980399,12768.885851931424,24089.67817366445,484.5247869677737,118135.90099537224,87454.20893702513,41469.1718560001,46565.32064244829,72241.23824322333,87071.77953599494
2008-09-08,0.0,296163.6305036778,509.9327552359456,2519.470714201196,13365.610023495505,314184.19099512824,14557.694643626535,341376.8618838923,99199.45605948646,262994.3544727154,585693.2302434514,2775.5265440099474,24489.302895602752,2834.018091569881,8843.223777664058,865.7754440265386,1805.8224576950847,20095.38882724836,368515.852614105,1546.5683662257625,1948.880119206199,4956.050030769359,1320.8681592347912,793.1885310659421,1728.2830082149826,39840.049806421885,26992.15986440114,232902.5286664937,79178.164582213,10692.046789629225,22563.940551996104,494.1698215846071,115776.25758320295,93731.1913290598,41837.41888945612,46108.60984358918,53569.739869033205,83493.1064967278
2008-09-15,0.0,291507.4345498283,562.4982868290724,2147.632103935206,12319.666601245612,301694.39070046577,15139.222472859828,266263.72231262963,99287.94516462433,219493.8554568914,496265.28639623406,1837.1705183684744,22186.052221591275,3566.5470416262424,8429.407636682177,1131.303446575419,2110.14459933175,20968.73944506475,313997.79133085464,987.4418639696664,1246.5201912823636,4624.365971342594,1129.7492795210574,836.164962282274,1481.3867102899446,31851.59633983069,26473.83630861646,216135.75926419767,92349.39957126518,19675.91100362067,25892.026405383185,525.5680291674122,139223.42702323187,107630.2619331613,36642.95169547863,57203.4041791366,63523.066477834,82641.91993680931
2008-09-22,0.0,280571.0743101528,622.498807557381,1902.350271309504,16858.868146556957,270732.9557801312,15080.241408723456,244094.780589318,91063.93475014625,208349.59206839668,439901.156452628,1837.1705183684744,21926.785829526907,3482.2216053891752,7596.650999106912,1365.444579089394,1937.092361177385,20414.27593399928,292165.09336946835,783.7523648534298,1118.142935387014,4757.761934242063,873.1154865125238,892.7199431033423,1324.210834328674,41033.88222577131,29114.63805517977,213529.0163560733,85825.70914221092,20288.27237036272,24593.55177114794,862.9708177059704,140606.972808682,121325.04486860876,30730.5352865905,58690.54217226454,80580.09307932865,79074.03229564895
